userid	movieid	rating	timestamp	gender	occupation	agerange
758	412	5	882054797	F	customer service	56
788	504	4	880867970	F	farmer	1
806	629	3	882389862	F	K-12 student	50
798	116	3	875554781	F	clerical/admin	35
470	360	2	879189269	F	writer	50
450	167	5	882469863	M	retired	18
748	196	3	879454958	M	college/grad student	18
706	1	4	880997324	F	scientist	25
3	325	1	889237297	F	other	1
639	510	3	891239862	M	tradesman/craftsman	50
145	1210	1	888398766	F	college/grad student	25
279	198	3	882456211	F	self-employed	56
378	186	3	880055186	M	farmer	1
707	382	3	886287191	M	self-employed	1
581	285	5	879641533	F	other	25
655	1009	2	887523271	F	clerical/admin	25
561	46	4	885808796	F	K-12 student	45
561	1015	2	885810060	F	technician/engineer	35
777	56	5	875980670	M	other	50
766	588	3	891309484	M	programmer	25
161	210	2	891171698	M	other	50
342	499	5	875319912	M	retired	25
592	98	5	882955918	M	tradesman/craftsman	1
695	346	5	888806011	M	academic/educator	1
174	50	4	886433166	F	sales/marketing	45
751	1007	4	889132222	F	doctor/health care	56
782	288	4	891498079	F	retired	50
655	215	2	887472943	M	unemployed	56
693	357	5	875482169	M	customer service	25
181	595	2	878962918	M	programmer	25
591	381	4	891040366	M	executive/managerial	25
532	52	4	888629446	M	sales/marketing	1
569	405	3	879794498	M	self-employed	1
177	129	3	880130653	F	doctor/health care	1
276	624	2	874792969	M	programmer	45
327	160	4	887822209	F	unemployed	35
499	198	5	885599682	M	clerical/admin	35
8	181	4	879362183	F	retired	35
773	56	2	888539328	F	clerical/admin	50
568	612	3	877907720	F	other	56
807	117	4	892528813	M	academic/educator	50
518	475	4	876822811	F	K-12 student	1
717	274	4	884642581	M	other	50
600	29	2	888452490	F	farmer	18
627	673	2	879530110	F	programmer	1
738	496	4	875351346	M	technician/engineer	35
727	356	3	883712365	F	doctor/health care	56
699	244	3	878882319	F	lawyer	25
268	156	3	875745398	F	artist	1
792	124	4	877909865	M	sales/marketing	18
109	834	3	880583308	M	writer	18
456	181	3	881373120	M	artist	50
611	873	3	891636399	M	artist	35
407	232	3	876344993	M	writer	18
488	269	3	891293606	M	tradesman/craftsman	45
755	269	5	882569604	F	artist	35
177	340	4	880130415	F	farmer	50
727	69	4	883710186	M	doctor/health care	50
704	302	4	891397015	M	scientist	50
641	496	2	879370337	M	tradesman/craftsman	50
287	1067	2	875334036	M	lawyer	56
648	215	2	884796689	F	college/grad student	25
768	756	3	883835053	F	doctor/health care	50
291	1277	4	874834019	M	self-employed	45
757	89	4	888445279	M	lawyer	25
739	286	2	886825020	M	artist	1
682	977	3	888521090	F	doctor/health care	1
724	872	1	883757537	F	unemployed	18
22	290	5	878886607	F	K-12 student	45
401	302	3	891031464	F	artist	1
557	298	5	881095916	F	clerical/admin	25
380	98	4	885478698	M	academic/educator	1
83	862	4	883868805	M	college/grad student	18
798	480	3	875303765	M	retired	25
643	790	4	891449249	F	writer	35
537	523	3	886030682	F	lawyer	56
218	186	3	877488366	M	lawyer	45
406	182	4	879445734	M	K-12 student	35
417	452	2	880952970	F	homemaker	1
467	269	4	879532145	M	lawyer	50
682	100	3	888517011	M	retired	50
611	887	2	891636125	M	self-employed	50
561	168	4	885807261	M	retired	35
591	792	4	891031383	F	customer service	50
741	785	3	891457371	M	homemaker	35
548	925	2	891415709	M	doctor/health care	25
16	172	5	877724726	F	retired	25
214	496	4	891544545	M	writer	50
543	134	5	874862967	F	technician/engineer	35
543	16	3	875655073	F	customer service	1
746	232	3	885075304	F	artist	18
707	723	3	886286954	M	academic/educator	56
577	77	3	880475561	F	unemployed	35
727	1088	2	883709884	M	scientist	35
797	307	2	879439190	M	college/grad student	50
372	299	4	876869147	M	retired	1
146	315	5	891458193	M	sales/marketing	45
109	748	3	880562908	F	lawyer	35
801	890	2	890333150	M	other	45
459	249	2	879562860	M	sales/marketing	1
425	520	3	890347085	F	academic/educator	25
385	53	1	879446110	F	homemaker	50
790	123	3	884461413	M	clerical/admin	56
551	66	2	892783281	M	college/grad student	1
432	628	5	889416398	F	sales/marketing	56
704	735	4	891397305	F	lawyer	56
805	321	3	881705292	F	tradesman/craftsman	45
313	465	3	891030096	M	doctor/health care	1
506	582	3	874873423	M	college/grad student	35
748	258	5	879454081	M	retired	35
709	27	3	879848590	M	other	45
459	815	4	879563102	F	artist	18
663	31	4	889493628	M	lawyer	25
749	69	5	878847576	M	academic/educator	18
405	43	1	885546680	M	writer	56
145	176	5	875271838	F	retired	45
561	955	3	885808738	F	lawyer	25
37	827	3	880915607	F	programmer	25
435	399	3	884133253	F	tradesman/craftsman	25
305	285	5	886322930	M	homemaker	18
780	208	3	891364125	M	retired	50
640	231	5	874778424	M	programmer	18
450	693	3	887139232	F	artist	45
416	295	5	893213405	F	unemployed	18
496	1229	1	876071097	M	writer	50
782	294	3	891498381	F	farmer	1
45	282	4	881008636	M	homemaker	50
474	302	5	887914615	F	clerical/admin	18
326	385	3	879876882	M	doctor/health care	35
712	73	5	874730293	M	clerical/admin	25
796	932	4	893219254	M	programmer	35
210	792	3	887730532	F	doctor/health care	50
655	265	3	887477314	F	customer service	35
435	573	1	884132515	M	sales/marketing	50
653	722	1	880152800	F	homemaker	50
472	210	5	875981664	M	college/grad student	1
748	135	4	879454998	F	self-employed	45
372	595	4	876869878	M	sales/marketing	56
698	489	3	886367849	F	executive/managerial	18
579	748	3	880951569	F	writer	45
776	127	5	891628731	M	writer	1
642	864	3	885605987	M	self-employed	18
796	496	5	892662223	F	homemaker	50
367	413	4	876689879	M	retired	35
499	313	5	885597821	F	executive/managerial	56
198	531	5	884207525	F	farmer	25
578	1098	2	890939753	F	lawyer	45
325	529	4	891478528	F	clerical/admin	45
736	248	4	878709365	M	K-12 student	50
207	302	4	891759118	F	writer	50
747	952	2	888733630	F	other	35
393	385	4	887746207	M	writer	35
749	477	3	878848405	M	doctor/health care	45
782	310	4	891497963	F	academic/educator	50
475	50	5	891627857	F	doctor/health care	35
809	678	2	891037172	M	sales/marketing	1
522	23	5	876961248	M	clerical/admin	1
608	549	4	880405824	F	programmer	1
806	705	4	882387595	M	technician/engineer	45
489	892	3	891449532	F	self-employed	25
659	739	4	891387022	M	sales/marketing	50
535	654	5	879617856	F	technician/engineer	50
668	323	4	881591198	M	retired	1
543	102	4	874863155	F	homemaker	1
452	1383	1	886149828	F	doctor/health care	56
804	85	4	879445190	F	scientist	1
59	792	4	888206362	M	academic/educator	50
749	194	5	878847541	M	unemployed	1
681	304	3	885409742	F	clerical/admin	56
537	435	3	886031933	M	unemployed	1
561	367	3	885809583	F	homemaker	56
605	597	3	879427755	M	college/grad student	1
125	72	4	892838322	M	clerical/admin	56
514	462	4	875310992	F	programmer	1
234	30	4	892335951	F	clerical/admin	35
805	595	3	881695951	M	college/grad student	35
711	111	2	876185574	F	self-employed	56
608	1039	5	880406552	F	K-12 student	25
396	471	4	884646263	M	artist	1
697	336	3	882621523	M	technician/engineer	50
301	431	4	882078008	F	writer	50
399	15	5	882340828	F	retired	56
405	71	1	885548836	M	retired	56
743	311	5	881277551	M	retired	18
658	178	5	875148195	F	unemployed	56
796	765	3	893047691	F	technician/engineer	1
756	100	5	874831383	F	clerical/admin	45
711	735	5	886030557	M	executive/managerial	18
569	1284	2	879795512	M	customer service	45
569	756	3	879794660	M	customer service	18
189	4	5	893265741	F	self-employed	1
656	269	3	892318343	M	customer service	1
92	1090	3	875907079	M	writer	50
342	381	5	875320312	F	writer	1
536	408	5	882318561	M	sales/marketing	1
690	159	3	881180005	M	tradesman/craftsman	45
232	69	3	888549376	M	lawyer	45
82	286	4	876311004	M	college/grad student	35
760	604	4	875668219	F	college/grad student	50
807	385	4	892530349	M	college/grad student	18
609	475	2	886896281	M	lawyer	25
782	308	4	891498030	F	executive/managerial	56
707	582	5	886286433	M	farmer	50
290	323	3	880473346	M	lawyer	18
540	508	4	882156983	M	doctor/health care	56
489	1280	3	891447653	M	farmer	18
707	1530	3	886288356	F	self-employed	50
327	338	1	887743815	M	academic/educator	1
440	1265	5	891548567	M	college/grad student	25
133	343	2	890589188	F	writer	25
312	10	5	891699455	M	clerical/admin	1
254	29	2	886474847	M	farmer	45
184	496	5	889908539	M	writer	56
579	245	2	880951595	M	other	56
754	255	3	879451585	M	programmer	1
809	289	1	891037020	M	technician/engineer	50
138	45	5	879024232	F	other	50
133	269	4	890588766	F	customer service	1
363	449	3	891498863	M	executive/managerial	45
804	49	2	879447476	M	artist	45
561	276	4	885807713	M	executive/managerial	45
561	203	4	885807261	F	tradesman/craftsman	35
479	180	4	879460819	F	executive/managerial	25
378	106	2	880334241	M	homemaker	1
718	274	3	883349363	M	clerical/admin	25
778	265	4	890726003	F	writer	56
524	496	2	884637314	M	technician/engineer	56
711	10	5	876185943	M	lawyer	56
650	654	3	891369890	F	technician/engineer	25
124	7	4	890287645	F	other	56
644	237	4	889076775	M	scientist	50
745	286	1	880123905	M	college/grad student	45
330	185	4	876546236	M	sales/marketing	45
586	127	4	884057313	F	academic/educator	45
355	288	5	879485523	F	executive/managerial	50
201	396	3	884114682	F	executive/managerial	35
152	778	3	882476683	F	writer	45
100	272	4	891375629	M	executive/managerial	56
551	732	4	892783711	F	artist	18
788	708	2	880869908	M	farmer	1
325	105	3	891480175	F	scientist	35
7	145	1	891354530	M	customer service	45
479	1142	5	879459939	F	programmer	56
104	50	5	888465972	M	executive/managerial	50
365	846	3	891304152	M	retired	1
632	588	2	879457217	F	artist	56
748	514	4	879454749	M	sales/marketing	1
523	210	5	883702209	F	artist	35
291	21	2	874834389	F	academic/educator	50
525	1315	4	881086393	M	farmer	45
551	73	2	892784130	F	lawyer	1
533	871	2	879192730	F	technician/engineer	1
276	881	3	885537717	M	artist	1
661	173	4	876014469	M	artist	1
558	1068	2	879435896	F	customer service	18
463	870	2	877385615	M	retired	35
727	282	4	883709157	M	customer service	56
516	660	5	891290593	M	college/grad student	25
525	405	4	881086693	F	retired	1
447	98	4	878855873	F	lawyer	1
604	558	4	883668175	M	college/grad student	1
556	187	5	882136396	F	unemployed	50
804	192	4	879441752	F	farmer	56
795	4	4	881253238	M	doctor/health care	56
622	156	5	882592143	F	self-employed	35
206	360	1	888180081	F	sales/marketing	45
733	1658	3	879535780	M	self-employed	35
484	7	4	881449706	F	farmer	18
677	1240	5	889399671	M	artist	35
532	318	5	893119439	F	other	25
95	177	3	879196408	F	doctor/health care	1
389	674	2	880088900	F	writer	56
671	5	2	883949781	M	college/grad student	45
711	286	4	876185488	M	farmer	18
627	96	3	879531196	F	college/grad student	25
379	173	5	880525259	F	artist	35
535	721	3	879618464	F	programmer	50
815	196	4	878694526	F	retired	18
159	988	3	880485529	F	programmer	35
666	197	4	880568129	F	unemployed	35
785	22	4	879438957	M	artist	50
709	939	4	879847082	M	K-12 student	18
360	210	4	880356166	F	sales/marketing	50
671	4	5	884035939	F	college/grad student	45
468	100	5	875279269	F	customer service	18
493	300	4	884129725	F	college/grad student	35
321	611	4	879439832	M	sales/marketing	25
144	54	2	888105473	F	retired	50
307	172	5	879283786	F	farmer	45
727	1218	4	883712068	F	programmer	1
276	479	5	874836703	M	unemployed	50
659	664	4	891386380	F	college/grad student	25
272	651	4	879454797	M	executive/managerial	1
804	550	4	879445739	M	sales/marketing	50
650	416	3	891387312	M	scientist	56
634	1009	2	875729794	F	other	35
711	248	5	886030732	F	customer service	25
537	346	3	886028544	F	artist	45
593	966	5	886193788	F	unemployed	1
650	715	3	891383206	F	lawyer	45
527	70	4	879455873	F	unemployed	25
496	10	5	876064845	F	college/grad student	50
7	601	5	891353744	F	college/grad student	1
763	22	4	878921853	M	academic/educator	50
51	134	2	883498844	M	unemployed	1
653	381	2	880606620	F	sales/marketing	45
354	238	4	891217394	F	scientist	45
655	207	3	888893279	M	lawyer	45
617	219	4	883789536	F	other	25
763	275	5	878915958	F	homemaker	25
712	402	4	874729935	F	college/grad student	50
509	345	1	883590115	F	executive/managerial	45
293	589	4	888906677	F	scientist	50
87	1185	4	879876885	F	sales/marketing	18
295	89	5	879519555	F	self-employed	50
606	99	4	880923799	M	executive/managerial	25
90	8	5	891383424	M	self-employed	1
508	98	3	883767140	M	technician/engineer	50
450	431	5	882473914	F	tradesman/craftsman	45
642	90	4	885606024	M	doctor/health care	50
617	201	1	883789465	F	customer service	1
648	202	5	884881524	M	artist	56
298	265	4	884127720	F	other	50
621	1013	2	880738282	F	scientist	50
501	405	4	883347857	F	homemaker	45
339	191	5	891033676	F	self-employed	25
524	402	2	884636617	F	clerical/admin	1
739	132	4	886959039	M	doctor/health care	25
802	447	2	875985686	M	unemployed	35
387	241	1	886483194	F	clerical/admin	45
679	291	4	884487960	F	unemployed	56
18	204	3	880131407	M	farmer	56
606	531	5	880924188	M	technician/engineer	56
670	98	2	877975731	F	K-12 student	18
807	465	4	892529448	M	artist	56
497	420	3	879309993	M	writer	35
389	1050	4	879991242	M	doctor/health care	56
220	340	4	881197663	F	lawyer	18
592	875	4	882607434	M	scientist	45
804	1222	3	879446276	F	K-12 student	18
642	313	5	886454784	M	lawyer	25
650	571	3	891387915	F	farmer	18
675	312	2	889488624	F	technician/engineer	45
716	527	5	879795813	F	clerical/admin	35
727	72	3	883712476	M	self-employed	1
766	423	3	891309844	M	tradesman/craftsman	35
655	1501	3	887523200	M	homemaker	25
625	257	4	891273543	M	programmer	56
654	591	5	887863412	F	scientist	45
748	319	3	879454107	M	K-12 student	50
721	324	3	877137447	F	programmer	25
807	471	4	892775416	F	artist	35
796	49	3	893047287	F	artist	18
545	31	4	884133988	M	other	50
313	520	5	891013939	F	academic/educator	25
817	748	4	874815649	F	self-employed	18
6	425	3	883602865	F	college/grad student	25
82	822	2	878769262	M	K-12 student	56
653	563	1	880153406	F	technician/engineer	56
677	457	1	889399113	F	homemaker	45
417	783	3	879649064	M	unemployed	45
641	89	4	879370364	F	K-12 student	45
664	12	5	876524699	F	doctor/health care	56
782	678	3	891498767	F	sales/marketing	1
786	200	5	882844010	M	academic/educator	45
532	4	5	893119415	M	clerical/admin	50
715	976	1	875962339	M	farmer	50
553	638	3	879948732	F	sales/marketing	45
708	255	5	877325601	M	unemployed	56
404	245	3	883790401	M	retired	45
639	750	2	891238514	F	writer	56
749	951	4	878848533	M	artist	45
521	31	3	884478135	M	other	25
506	478	4	874873067	F	lawyer	25
694	1455	3	875727061	M	academic/educator	18
773	234	2	888540279	M	college/grad student	1
387	856	5	886484124	F	farmer	18
390	286	4	879693461	F	sales/marketing	25
804	213	3	879441651	F	artist	18
454	842	2	881960266	F	customer service	25
553	190	5	879949251	M	doctor/health care	1
251	24	3	886272283	F	self-employed	25
89	475	5	879441307	M	clerical/admin	1
752	288	5	891208452	F	technician/engineer	56
807	250	4	893084375	F	executive/managerial	56
749	472	4	878849149	F	customer service	45
756	161	3	874831194	F	artist	45
624	7	4	879792623	F	writer	25
662	319	3	880569520	M	lawyer	25
749	78	3	878850632	F	academic/educator	18
328	192	4	885045805	F	academic/educator	56
499	497	2	885599498	M	tradesman/craftsman	18
276	3	3	874786924	F	farmer	56
88	354	5	891037708	M	doctor/health care	35
450	1521	3	882812350	F	lawyer	50
600	181	4	888451491	M	customer service	50
307	1065	3	879205470	M	programmer	35
677	471	4	889399171	F	customer service	1
440	329	5	891548567	F	doctor/health care	25
805	755	3	881705810	F	programmer	50
721	1296	3	877137285	M	executive/managerial	25
805	747	3	881696729	F	executive/managerial	35
267	483	5	878971463	M	K-12 student	50
84	486	5	883453664	M	doctor/health care	18
806	177	3	882388254	F	sales/marketing	25
436	763	4	887771042	F	scientist	18
102	288	2	887051621	F	customer service	56
569	685	4	879794075	F	other	18
537	180	4	886031342	M	college/grad student	1
399	779	4	882350850	M	artist	45
60	89	5	883326463	F	technician/engineer	45
633	128	3	875325225	F	programmer	45
627	578	3	879531351	M	artist	18
109	391	2	880581127	F	programmer	25
181	1328	1	878962240	M	tradesman/craftsman	50
710	603	4	882063921	M	K-12 student	50
476	88	4	883364717	F	self-employed	25
561	2	3	885809752	F	technician/engineer	18
771	154	2	880659426	M	college/grad student	45
708	748	4	892719033	M	tradesman/craftsman	35
751	50	5	889132162	M	sales/marketing	45
693	660	3	875483020	M	scientist	50
5	235	4	875635384	F	writer	56
655	152	3	890887261	M	farmer	45
666	270	3	880138720	M	K-12 student	56
575	294	1	878146447	M	academic/educator	45
716	837	4	879796475	F	farmer	50
234	867	4	892826174	M	sales/marketing	18
805	176	4	881684185	F	retired	25
648	414	1	884797033	M	unemployed	18
712	739	4	874729935	F	K-12 student	1
268	562	4	875744357	M	academic/educator	18
698	205	4	886367013	M	scientist	25
234	130	1	892336194	F	K-12 student	35
13	586	3	882398326	F	programmer	18
763	1268	5	878918933	F	clerical/admin	35
705	231	3	883428201	M	tradesman/craftsman	45
382	23	5	875946978	F	tradesman/craftsman	1
374	12	4	880395202	M	clerical/admin	1
287	652	4	875335018	F	K-12 student	1
420	484	5	891356864	M	tradesman/craftsman	18
821	742	4	874793130	F	artist	45
634	125	4	875729710	F	other	25
197	82	5	891409893	M	programmer	25
406	15	4	879540051	F	artist	50
770	255	4	875972099	F	sales/marketing	50
307	580	4	879283514	F	other	56
708	304	4	892718876	M	artist	18
671	96	5	884035686	M	unemployed	50
409	205	3	881107992	M	retired	45
474	64	5	887924027	F	homemaker	18
130	944	4	876252042	M	writer	45
539	962	4	879788195	M	other	35
738	380	3	875351530	F	programmer	56
518	1114	2	876824079	M	lawyer	25
758	1111	4	881977375	F	artist	1
533	94	4	879192184	F	farmer	18
368	100	4	889783407	M	customer service	35
213	597	5	878871062	M	homemaker	56
104	271	1	888442370	M	unemployed	56
652	245	4	882567058	F	self-employed	35
795	235	3	880560263	M	doctor/health care	56
501	111	3	883348474	M	doctor/health care	18
773	384	2	888539766	M	customer service	50
576	248	4	887169019	M	other	50
642	755	3	885603495	F	other	18
210	451	3	891036054	F	clerical/admin	35
708	148	4	892719246	F	lawyer	25
762	237	3	878719294	M	customer service	50
358	855	3	891269464	F	homemaker	35
188	76	4	875073048	F	artist	1
711	731	4	879994656	M	college/grad student	25
530	815	4	886202404	M	doctor/health care	18
655	302	4	887424720	M	unemployed	18
774	208	2	888555897	F	K-12 student	56
263	133	5	891298977	M	clerical/admin	56
543	576	4	877546306	F	retired	45
325	482	4	891478333	M	writer	1
320	183	4	884749255	F	college/grad student	56
539	133	4	879788136	F	self-employed	1
758	997	4	881979969	F	retired	50
591	210	3	891031469	M	homemaker	25
552	250	3	879222336	M	K-12 student	1
763	742	4	878921584	M	scientist	56
758	302	5	882848498	F	lawyer	18
758	480	5	881975213	M	sales/marketing	25
815	944	3	878696318	F	programmer	45
213	582	4	878955442	M	customer service	56
561	1035	3	885810390	M	college/grad student	18
467	24	4	879532496	M	doctor/health care	56
452	496	5	875261666	F	academic/educator	25
537	543	5	886031074	F	homemaker	25
422	561	3	879744143	M	sales/marketing	25
666	489	4	880314194	M	programmer	35
680	15	3	877075048	F	customer service	25
768	845	2	880135875	M	sales/marketing	1
796	576	3	893048562	F	sales/marketing	56
688	754	5	884153606	M	tradesman/craftsman	25
43	131	3	883954997	M	other	56
557	529	5	881179455	F	farmer	56
492	100	4	879969292	M	retired	1
268	268	5	876513491	M	scientist	18
221	227	3	875247522	F	tradesman/craftsman	50
790	232	4	885156773	F	college/grad student	56
28	573	4	881961842	F	retired	18
625	517	3	891636079	M	clerical/admin	56
818	302	5	891870264	M	retired	35
381	509	5	892696872	M	other	45
712	1043	3	874956788	M	farmer	1
587	355	3	892871610	F	farmer	45
655	919	2	888474490	F	self-employed	25
805	475	5	881704016	F	programmer	35
774	672	1	888557772	F	academic/educator	45
627	55	4	879531301	F	executive/managerial	1
543	204	4	874864737	F	doctor/health care	45
788	601	4	880868876	F	scientist	1
456	186	4	881374048	M	farmer	35
514	97	5	875462764	M	sales/marketing	56
795	407	3	880560679	F	scientist	45
673	328	4	888787355	M	self-employed	25
75	322	1	884049789	F	self-employed	56
459	989	5	879561708	F	retired	50
648	825	4	882212039	M	executive/managerial	35
7	506	5	891353614	F	homemaker	35
793	294	5	875103584	F	customer service	56
747	91	5	888640820	F	academic/educator	1
538	22	5	877107232	M	self-employed	18
814	565	3	885411347	M	other	35
588	747	4	890025797	F	executive/managerial	1
255	443	1	883216544	F	technician/engineer	56
741	38	2	891455832	F	programmer	50
805	576	4	881695040	M	artist	50
747	135	5	888640437	F	college/grad student	25
761	678	2	876189689	M	homemaker	25
806	182	5	882387925	M	executive/managerial	35
773	1021	5	888539011	F	executive/managerial	56
495	417	3	888636741	M	academic/educator	56
524	107	3	884628284	F	clerical/admin	25
655	275	4	887425845	M	scientist	56
378	1101	3	880055983	M	artist	50
181	1161	1	878962119	F	college/grad student	25
704	136	4	891397819	F	sales/marketing	1
650	526	4	891369554	M	K-12 student	25
435	567	3	884133785	M	clerical/admin	50
290	28	5	880474235	F	self-employed	45
6	1	4	883599478	F	college/grad student	1
50	15	2	877052438	F	homemaker	25
529	328	4	882535256	M	self-employed	18
495	132	4	888632916	M	customer service	45
639	178	5	891240543	F	unemployed	1
798	932	4	875637927	M	self-employed	45
328	73	4	885048062	F	artist	56
693	509	3	883975500	M	self-employed	50
5	169	5	878844495	F	scientist	1
517	333	3	892659922	M	doctor/health care	1
595	748	2	886920655	F	academic/educator	18
184	301	3	889907045	M	K-12 student	45
618	507	4	891309239	F	tradesman/craftsman	18
606	747	4	880927468	F	technician/engineer	56
110	468	3	886988202	F	self-employed	35
716	425	5	879796279	F	clerical/admin	18
236	274	1	890117073	M	tradesman/craftsman	35
812	288	4	877625294	F	academic/educator	1
16	71	5	877721071	M	clerical/admin	35
682	79	4	888520705	F	programmer	1
91	56	1	891439057	F	clerical/admin	35
792	1132	3	877910160	M	sales/marketing	50
391	483	3	877399423	F	college/grad student	45
561	196	4	885808620	M	executive/managerial	1
320	732	3	884751013	F	writer	50
189	517	4	893265535	F	clerical/admin	18
90	322	4	891382658	M	unemployed	45
336	151	1	877759473	F	programmer	18
424	740	5	880859674	M	college/grad student	25
400	258	5	885676316	M	executive/managerial	50
815	386	2	878696563	F	lawyer	1
786	231	2	882844127	M	homemaker	25
709	293	4	879847879	M	lawyer	1
798	21	5	875554953	M	college/grad student	45
734	482	2	891025591	M	executive/managerial	50
159	1092	2	880989744	M	academic/educator	56
605	22	4	879424548	M	artist	50
742	181	3	881335281	M	artist	50
627	636	4	879531302	F	self-employed	45
244	1041	4	880608788	F	scientist	25
335	322	4	891567125	F	technician/engineer	50
130	1245	3	876251312	M	self-employed	18
552	826	2	879222002	F	K-12 student	35
721	755	4	877139773	F	doctor/health care	18
796	716	3	893047167	M	writer	35
633	5	3	877212085	F	tradesman/craftsman	45
298	215	5	884182685	F	technician/engineer	18
753	96	1	891401366	F	sales/marketing	18
526	508	4	885682590	M	lawyer	56
699	1615	3	883884998	F	tradesman/craftsman	45
221	809	3	875247775	F	academic/educator	35
279	515	3	875295943	M	college/grad student	18
805	527	3	881698798	M	doctor/health care	18
500	100	4	883865104	M	customer service	45
292	2	4	881105778	M	retired	25
474	22	4	887924571	M	farmer	25
305	431	4	886323806	F	customer service	1
751	100	4	889132252	F	farmer	1
378	709	4	880055921	F	sales/marketing	50
622	795	2	882672079	M	artist	35
658	32	3	875147800	M	homemaker	45
548	678	4	891043547	F	programmer	35
633	1019	4	875324766	M	writer	18
566	204	3	881649828	M	retired	18
399	268	3	882340284	M	sales/marketing	1
688	259	5	884153750	F	writer	1
748	173	4	879454831	F	unemployed	18
383	238	5	891192836	F	customer service	50
216	466	4	880234347	F	K-12 student	1
776	436	4	892920350	F	unemployed	56
303	144	5	879467035	M	college/grad student	50
655	1223	3	891585242	M	retired	25
121	347	3	891389304	F	academic/educator	56
749	468	3	878848333	F	doctor/health care	45
545	569	3	879900011	M	customer service	25
457	82	5	882397494	M	writer	50
627	27	3	879530762	F	doctor/health care	56
623	291	3	891034129	F	sales/marketing	35
655	89	4	887650683	M	clerical/admin	35
738	298	3	875348670	F	unemployed	35
615	428	5	879449111	M	sales/marketing	50
57	1001	1	883698039	F	writer	45
798	586	2	875303765	F	writer	18
342	262	2	874984025	F	college/grad student	50
216	238	5	880244446	M	programmer	56
230	496	5	880484501	F	unemployed	25
59	240	2	888203579	F	other	45
730	300	3	880309964	F	tradesman/craftsman	50
618	1048	3	891308980	F	K-12 student	56
500	1160	5	883865483	M	academic/educator	50
823	94	2	878439497	M	lawyer	18
545	99	4	880347957	M	self-employed	1
551	88	4	892783314	M	college/grad student	18
806	407	3	882386125	M	customer service	50
671	684	3	883546890	F	college/grad student	25
568	242	4	877906547	M	unemployed	25
709	860	3	879848318	M	tradesman/craftsman	50
659	356	3	891385012	M	customer service	25
367	637	3	876690021	F	customer service	45
664	196	4	878090054	F	artist	45
671	144	4	884035686	M	farmer	50
622	395	2	882672143	F	college/grad student	56
768	117	4	883834981	M	lawyer	1
655	770	2	892011201	M	self-employed	35
567	205	3	882425736	F	artist	18
676	845	5	892686398	F	self-employed	25
555	181	5	879962172	M	college/grad student	56
715	318	5	875963867	F	doctor/health care	18
474	709	5	887928755	F	homemaker	56
489	333	4	891362740	M	lawyer	45
566	318	4	881649471	F	tradesman/craftsman	25
417	82	4	879647326	F	customer service	45
805	222	4	881694823	M	artist	1
630	174	3	885668131	M	writer	1
622	169	5	882669374	M	academic/educator	25
354	478	5	891217365	F	homemaker	45
332	125	5	887938224	M	academic/educator	35
796	488	2	892662400	M	writer	56
303	228	4	879467574	F	programmer	45
751	56	4	889132775	M	executive/managerial	45
517	405	4	892659893	F	scientist	50
748	710	3	879455410	F	writer	35
385	133	1	879441728	M	artist	35
682	294	3	888516841	F	academic/educator	45
416	183	5	893214127	F	writer	35
766	99	3	891309810	F	other	56
788	570	3	880869862	F	farmer	50
576	50	4	887081005	F	retired	56
757	1090	2	888467187	F	self-employed	1
543	89	4	877545605	F	unemployed	56
59	644	4	888205033	M	homemaker	56
746	550	4	885075367	M	lawyer	18
268	88	2	875743760	F	retired	56
570	258	3	881262189	M	homemaker	35
158	233	3	880134477	M	lawyer	50
548	1013	3	891043910	F	unemployed	18
642	418	5	885606581	F	other	50
305	749	2	886308111	F	doctor/health care	18
532	708	4	877634392	F	college/grad student	56
521	109	5	884475845	F	tradesman/craftsman	1
702	300	3	885767461	F	clerical/admin	25
710	142	3	882064377	F	programmer	18
788	403	3	880870516	M	scientist	45
101	411	2	877136891	F	scientist	1
704	1454	3	891397441	F	scientist	50
306	1514	4	876504614	F	doctor/health care	18
768	257	4	880136012	F	clerical/admin	50
1	16	5	878543541	M	tradesman/craftsman	1
805	473	4	881695591	F	homemaker	18
626	313	5	887772871	M	sales/marketing	50
222	109	3	878184136	M	programmer	45
234	492	3	892078936	M	self-employed	35
642	234	1	885603662	M	self-employed	56
747	205	5	888639102	F	K-12 student	25
655	1421	3	887523477	F	clerical/admin	35
788	54	4	880869174	M	customer service	25
790	449	2	885157594	M	doctor/health care	1
178	658	5	882827162	M	K-12 student	45
7	433	5	892135347	M	retired	45
529	288	4	882535353	F	homemaker	56
222	185	4	881059419	F	college/grad student	35
592	327	4	882607387	M	technician/engineer	50
83	38	5	887665422	M	retired	56
805	96	4	881694713	F	programmer	35
226	509	4	883889322	F	executive/managerial	35
508	196	3	883776704	F	artist	1
787	292	3	888979236	M	clerical/admin	45
804	365	4	879446194	F	K-12 student	50
322	654	5	887314118	M	technician/engineer	25
535	284	4	879619144	M	technician/engineer	1
665	214	4	884294935	F	executive/managerial	1
63	1	3	875747368	F	executive/managerial	1
378	59	4	880046475	M	writer	35
11	434	4	891904270	F	farmer	35
404	66	4	883790883	F	scientist	45
663	127	5	889493540	M	homemaker	50
620	820	4	889987954	F	retired	45
320	751	4	884748470	F	self-employed	1
724	344	1	883757468	M	homemaker	18
676	259	4	892685621	M	farmer	25
303	1220	2	879484899	M	lawyer	1
